dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,18.064030,26.527210,18.244476,8.299344,0.321609,-0.228432,6.266788
0.010000,18.147042,26.525700,18.327501,8.302536,0.319243,-0.236623,6.263188
0.010000,18.230079,26.523889,18.410558,8.305704,0.316793,-0.244968,6.259560
0.010000,18.313141,26.521774,18.493646,8.308847,0.314260,-0.253314,6.255904
0.010000,18.396225,26.519354,18.576766,8.311963,0.311641,-0.261863,6.252222
0.010000,18.479331,26.516626,18.659917,8.315052,0.308939,-0.270267,6.248512
0.010000,18.562456,26.513587,18.743098,8.318114,0.306150,-0.278877,6.244776
0.010000,18.645600,26.510235,18.826309,8.321147,0.303275,-0.287487,6.241013
0.010000,18.728761,26.506569,18.909551,8.324150,0.300314,-0.296126,6.237224
0.010000,18.811937,26.502584,18.992822,8.327123,0.297265,-0.304884,6.233409
0.010000,18.895126,26.498280,19.076123,8.330064,0.294130,-0.313449,6.229568
0.010000,18.978328,26.493653,19.159452,8.332973,0.290908,-0.322292,6.225702
0.010000,19.061539,26.488703,19.242811,8.335849,0.287598,-0.330941,6.221811
0.010000,19.144759,26.483425,19.326198,8.338691,0.284200,-0.339773,6.217895
0.010000,19.227985,26.477819,19.409613,8.341498,0.280716,-0.348435,6.213955
0.010000,19.311216,26.471882,19.493055,8.344269,0.277144,-0.357196,6.209990
0.010000,19.394450,26.465612,19.576525,8.347004,0.273486,-0.365822,6.206002
0.010000,19.477686,26.459007,19.660022,8.349702,0.269741,-0.374457,6.201990
0.010000,19.560920,26.452065,19.743546,8.352361,0.265908,-0.383280,6.197955
0.010000,19.644152,26.444784,19.827096,8.354981,0.261992,-0.391608,6.193897
0.010000,19.727380,26.437162,19.910671,8.357561,0.257990,-0.400230,6.189816
0.010000,19.810600,26.429197,19.994272,8.360100,0.253904,-0.408645,6.185713
0.010000,19.893812,26.420887,20.077898,8.362597,0.249732,-0.417149,6.181589
0.010000,19.977014,26.412231,20.161549,8.365052,0.245481,-0.425142,6.177443
0.010000,20.060203,26.403226,20.245224,8.367463,0.241144,-0.433640,6.173276
0.010000,20.143376,26.393871,20.328922,8.369831,0.236729,-0.441530,6.169088
0.010000,20.226533,26.384165,20.412643,8.372153,0.232233,-0.449618,6.164880
0.010000,20.309671,26.374105,20.496388,8.374429,0.227661,-0.457228,6.160653
0.010000,20.392788,26.363690,20.580154,8.376660,0.223008,-0.465305,6.156405
0.010000,20.475881,26.352919,20.663943,8.378842,0.218282,-0.472536,6.152139
0.010000,20.558949,26.341789,20.747752,8.380977,0.213481,-0.480131,6.147854
0.010000,20.641988,26.330300,20.831583,8.383063,0.208607,-0.487422,6.143551
0.010000,20.724998,26.318451,20.915434,8.385100,0.203663,-0.494348,6.139230
0.010000,20.807975,26.306239,20.999305,8.387086,0.198650,-0.501353,6.134892
0.010000,20.890917,26.293663,21.083195,8.389022,0.193569,-0.508021,6.130536
0.010000,20.973822,26.280723,21.167104,8.390906,0.188422,-0.514763,6.126165
0.010000,21.056688,26.267417,21.251032,8.392738,0.183214,-0.520731,6.121777
0.010000,21.139512,26.253744,21.334977,8.394518,0.177945,-0.526991,6.117374
0.010000,21.222293,26.239703,21.418939,8.396244,0.172614,-0.533086,6.112956
0.010000,21.305026,26.225293,21.502918,8.397916,0.167230,-0.538325,6.108523
0.010000,21.387681,26.210519,21.586883,8.396479,-0.143737,-31.096752,6.104078
0.010000,21.470194,26.195390,21.670771,8.388817,-0.766161,-62.242380,6.099624
0.010000,21.552501,26.179920,21.754520,8.374871,-1.394649,-62.848818,6.095165
0.010000,21.634540,26.164121,21.838066,8.354635,-2.023568,-62.891858,6.090705
0.010000,21.716247,26.148008,21.921348,8.328107,-2.652867,-62.929937,6.086248
0.010000,21.797560,26.131596,22.004300,8.295281,-3.282502,-62.963468,6.081798
0.010000,21.878417,26.114902,22.086862,8.256157,-3.912426,-62.992414,6.077359
0.010000,21.958753,26.097943,22.168969,8.210731,-4.542587,-63.016160,6.072934
0.010000,22.038509,26.080739,22.250559,8.159002,-5.172938,-63.035096,6.068529
0.010000,22.117622,26.063310,22.331569,8.100968,-5.803436,-63.049792,6.064146
0.010000,22.196029,26.045676,22.411935,8.036627,-6.434031,-63.059469,6.059790
