dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,22.757663,23.528855,23.006136,5.080154,-14.725140,-0.205064,5.990519
0.010000,22.804872,23.514550,23.055465,4.932928,-14.722661,0.247951,5.987410
0.010000,22.850630,23.500531,23.103323,4.785722,-14.720523,0.213761,5.984394
0.010000,22.894940,23.486812,23.149708,4.638535,-14.718701,0.182201,5.981470
0.010000,22.937806,23.473405,23.194622,4.491364,-14.717179,0.152247,5.978639
0.010000,22.979231,23.460322,23.238064,4.344204,-14.715924,0.125483,5.975901
0.010000,23.019219,23.447574,23.280034,4.197055,-14.714922,0.100173,5.973256
0.010000,23.057773,23.435173,23.320533,4.049914,-14.714144,0.077836,5.970704
0.010000,23.094896,23.423130,23.359561,3.902778,-14.713575,0.056878,5.968245
0.010000,23.130591,23.411454,23.397118,3.755646,-14.713194,0.038096,5.965879
0.010000,23.164862,23.400156,23.433203,3.608516,-14.712979,0.021555,5.963607
0.010000,23.197712,23.389246,23.467817,3.461387,-14.712913,0.006589,5.961427
0.010000,23.229143,23.378732,23.500959,3.314257,-14.712983,-0.007004,5.959340
0.010000,23.259158,23.368624,23.532630,3.167126,-14.713161,-0.017834,5.957347
0.010000,23.287759,23.358930,23.562830,3.019991,-14.713447,-0.028632,5.955447
0.010000,23.314950,23.349657,23.591559,2.872853,-14.713810,-0.036309,5.953639
0.010000,23.340733,23.340814,23.618816,2.725711,-14.714247,-0.043621,5.951925
0.010000,23.365110,23.332408,23.644602,2.578563,-14.714743,-0.049659,5.950304
0.010000,23.388083,23.324446,23.668916,2.431410,-14.715275,-0.053144,5.948776
0.010000,23.409655,23.316933,23.691758,2.284252,-14.715847,-0.057247,5.947340
0.010000,23.429827,23.309876,23.713129,2.137088,-14.716433,-0.058589,5.945997
0.010000,23.448602,23.303281,23.733028,1.989917,-14.717033,-0.060023,5.944747
0.010000,23.466006,23.297144,23.751482,1.845418,-14.449926,26.710760,5.943589
0.010000,23.482091,23.291452,23.768546,1.706316,-13.910183,53.974283,5.942517
0.010000,23.496911,23.286190,23.784272,1.572661,-13.365488,54.469489,5.941530
0.010000,23.510519,23.281344,23.798717,1.444454,-12.820753,54.473476,5.940624
0.010000,23.522966,23.276899,23.811934,1.321694,-12.275959,54.479449,5.939794
0.010000,23.534305,23.272840,23.823978,1.204383,-11.731127,54.483183,5.939039
0.010000,23.544589,23.269150,23.834903,1.092521,-11.186236,54.489069,5.938353
0.010000,23.553868,23.265814,23.844764,0.986108,-10.641303,54.493359,5.937735
0.010000,23.562196,23.262815,23.853615,0.885144,-10.096330,54.497240,5.937180
0.010000,23.569623,23.260135,23.861512,0.789631,-9.551303,54.502678,5.936685
0.010000,23.576203,23.257757,23.868507,0.699569,-9.006248,54.505501,5.936246
0.010000,23.581986,23.255665,23.874657,0.614957,-8.461149,54.509963,5.935861
0.010000,23.587023,23.253841,23.880015,0.535797,-7.916023,54.512581,5.935525
0.010000,23.591368,23.252266,23.884636,0.462088,-7.370864,54.515903,5.935235
0.010000,23.595070,23.250922,23.888574,0.393832,-6.825679,54.518513,5.934988
0.010000,23.598181,23.249793,23.891884,0.331027,-6.280474,54.520495,5.934781
0.010000,23.600753,23.248858,23.894621,0.273674,-5.735243,54.523107,5.934609
0.010000,23.602838,23.248101,23.896839,0.221774,-5.190002,54.524082,5.934470
0.010000,23.604485,23.247501,23.898592,0.175327,-4.644746,54.525549,5.934361
0.010000,23.605748,23.247042,23.899935,0.134332,-4.099475,54.527119,5.934276
0.010000,23.606676,23.246704,23.900923,0.098790,-3.554199,54.527671,5.934215
0.010000,23.607322,23.246469,23.901610,0.068701,-3.008916,54.528231,5.934171
0.010000,23.607736,23.246319,23.902051,0.044065,-2.463627,54.528962,5.934144
0.010000,23.607970,23.246234,23.902300,0.024881,-1.918336,54.529101,5.934128
0.010000,23.608074,23.246196,23.902411,0.011151,-1.373041,54.529471,5.934121
0.010000,23.608101,23.246186,23.902440,0.002874,-0.827748,54.529319,5.934119
0.010000,23.608102,23.246186,23.902440,0.000049,-0.282453,54.529446,5.934119
0.010000,23.608102,23.246186,23.902440,0.000000,-0.004902,27.755080,5.934119
